id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
69386,UCSB,IZC,,PreservedSpecimen,d6542181-ae1b-4f1a-b3ef-a9d976ddf367,UCSB-IZC00014978,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2018,,,,,,H. Edra,,,5/15/1999,,,1999,5,15,135,,5-XV-99,,,,,,,,,,,,,,,,,Adult,,1,,Pinned,,North America,,,,United States,US,California,San Diego,,Chula Vista,,0,,32.640054,-117.084196,WGS84,11360,,entan (2019-08-30 16:40:00),,georef batch tool 2019-08-30; GeoLocate,reviewed - high confidence,,,,,,,,,,seltmann,12/28/2020 12:48,838414,6,5eb3e3ca-2b18-4de1-84ff-3570bd69e89a,https://library.big-bee.net/portal/collections/individual/index.php?occid=69386
69447,UCSB,IZC,,PreservedSpecimen,2087c2d9-f3ed-4d10-929c-fb653d4e1ebe,UCSB-IZC00019263,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apidae,14,,,,,,,,,Family,,,,,,,,Julia Madden Fulk,,,5/6/2018,,,2018,5,6,126,,5/6/2018,,,,,,,,,,,,,,,,,Adult,,1,net,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Skofield Park,,0,,34.456941,-119.693746,WGS84,275,,entan (2019-08-08 17:26:52),,georef batch tool 2019-08-08; GeoLocate,reviewed - high confidence,,,,,,,,,,clchung,12/28/2020 12:48,838737,6,7402ebc7-27a1-4a1e-bcc8-737c00292186,https://library.big-bee.net/portal/collections/individual/index.php?occid=69447
69461,UCSB,IZC,,PreservedSpecimen,8082c8c8-6e70-48f5-b029-83838f22c9c4,UCSB-IZC00010847,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Charlie Thrift,2018,,,,,,UCSBees! Survey,Kipp Callahan,,12/7/2018,,,2018,12,7,341,,12/7/2018,,,,,,,COPR_01,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41238,-119.8811,WGS84,10,,,,,,,,,,,,,,,seltmann,12/28/2020 12:56,840550,6,28474968-eb29-4ede-b01d-261c72fb5512,https://library.big-bee.net/portal/collections/individual/index.php?occid=69461
69479,UCSB,IZC,,PreservedSpecimen,0fd083bb-b99c-4bab-a731-d13dde2dac9c,UCSB-IZC00010881,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,2018,,,,,,UCSBees! Survey,Kipp Callahan,,11/14/2018,,,2018,11,14,318,,11/14/2018,,,,,,,COPR_06,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Researve,,0,,34.4087,-119.87859,WGS88,10,,,,Phone,,,,,,,,,,,,11/5/2019 10:34,840569,6,69627a40-17b8-4dc2-97d8-7b36630e1b9a,https://library.big-bee.net/portal/collections/individual/index.php?occid=69479
69487,UCSB,IZC,,PreservedSpecimen,0241f7a6-a9be-4d5f-9daa-e2b5cb0ba0e0,UCSB-IZC00010896,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Katja Seltmann,2018,,,,,,Katrina Stokes,,,5/20/2017,,,2017,5,20,140,,5/20/2017,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,6522 Sabado Tarde Road,,0,,34.410607,-119.854835,WGS84,22,,entan (2019-09-13 11:51:08),,georef batch tool 2019-09-13; GeoLocate,reviewed - high confidence,,,,,,,,,,seltmann,12/28/2020 12:56,840578,6,32725de0-9c50-481e-b7dd-5601378a43ca,https://library.big-bee.net/portal/collections/individual/index.php?occid=69487
69490,UCSB,IZC,,PreservedSpecimen,85bd002c-ef61-4cfc-a839-33f1fbb04a88,UCSB-IZC00016671,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Martin Kellogg,1999,,,,,,Martin Kellogg,,,4/17/1999,,,1999,4,17,107,,4/17/1999,,on flowers of blue-purple large phallia inflorescense,,,,,,,,,,,visitsFlowersOf: Phallia,,,,Adult,,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"North Hall Courtyard, UCSB",,0,,34.415274,-119.846805,WGS84,301,,zachary_brown (2019-09-06 11:45:43),,georef batch tool 2019-09-06; GeoLocate,reviewed - high confidence,,,,,,,,,,,2/7/2020 9:42,840584,6,311b947b-ddeb-4658-baf8-da1f78b59ad6,https://library.big-bee.net/portal/collections/individual/index.php?occid=69490
69603,UCSB,IZC,,PreservedSpecimen,62d5aeae-364b-4ff6-97a8-cca6d725391f,UCSB-IZC00014665,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jamie Pawelek,2018,,,,,,J. Grieco,,,5/10/1997,,,1997,5,10,130,,5/10/1997,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,Isla Vista,,0,,34.413329,-119.860972,WGS84,2164,,seltmann (2019-02-22 18:33:15),,georef batch tool 2019-02-22; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:56,845471,6,c68ad50b-c0d7-4817-a9d6-9a7726763575,https://library.big-bee.net/portal/collections/individual/index.php?occid=69603
69641,UCSB,IZC,,PreservedSpecimen,384bf0a2-e858-44dc-a418-e5c873c87fbd,UCSB-IZC00026242,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Charlie Thrift,2019,,,,,,UCSBees! Survey,,,2/8/2019,,,2019,2,8,39,,2/8/2019,,,,,,,Lagoon_04,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,UCSB Lagoon Island,,0,,34.408304,-119.848728,WGS84,10,,,,GPS,,,,,,,,,,,seltmann,12/28/2020 12:56,845882,6,c3c82096-657c-456f-b50f-26d2a122a623,https://library.big-bee.net/portal/collections/individual/index.php?occid=69641
69692,UCSB,IZC,,PreservedSpecimen,b57fe252-55e6-4fc8-8a21-fc68fbc26094,UCSB-IZC00028371,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus californicus,6788,"Smith, 1854",Bombus,,californicus,,,,,Species,Jaime Pawelek,2018,,,,,,Martin Kellogg,,,5/12/2004,,,2004,5,12,133,,5/12/2004,,,,,,,,,,,,,,,,,Adult,Drone,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,Mission Canyon,,0,,34.45083,-119.712914,WGS84,2112,,entan (2019-08-29 15:36:44),,georef batch tool 2019-08-29; GeoLocate,reviewed - high confidence,,,,,,,,,,,2/7/2020 9:42,847202,6,e6da3a9d-e8e2-4059-a535-2fa20fe1622e,https://library.big-bee.net/portal/collections/individual/index.php?occid=69692
69695,UCSB,IZC,,PreservedSpecimen,75bf54cb-9eba-4b73-b214-97884adc2d69,UCSB-IZC00028354,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Habropoda depressa,11033,"Fowler, 1899",Habropoda,,depressa,,,,,Species,Jaime Pawelek,2018,,,,,,Martin Kellogg,,,3/12/2005,,,2005,3,12,71,,3/12/2005,~1350PST; 100% overcast; cool,a few 100m North of Kiwanis Meadow,,,,,,,,,,,Salvia mellifera flowers,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Tucker's Grove/San Antonio Creek Park,,0,,34.439794,-119.811503,,9263,,,,GeoLocate,,,,,,,,,,,,12/19/2019 8:17,847205,6,8869a8e7-d478-4ac1-ab91-ed47c8e5844a,https://library.big-bee.net/portal/collections/individual/index.php?occid=69695
69824,UCSB,IZC,,PreservedSpecimen,1f8f2a0b-7cea-4920-bb7c-65199846e9e7,UCSB-IZC00035407,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus californicus,6788,"Smith, 1854",Bombus,,californicus,,,,,Species,Jaime Pawelek,2018,,,,,,H. Edra,,,5/15/1999,,,1999,5,15,135,,5/15/1999,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,San Diego,Chula Vista,Chula Vista,,0,,32.640054,-117.084196,WGS84,11360,,entan (2019-08-30 16:40:00),,georef batch tool 2019-08-30; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:56,849318,6,1b56413c-4d51-499a-a972-4775cf2bfbb7,https://library.big-bee.net/portal/collections/individual/index.php?occid=69824
69830,UCSB,IZC,,PreservedSpecimen,29ba1b8d-f2ef-4607-b2d9-53fe39a07785,UCSB-IZC00035618,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus californicus,6788,"Smith, 1854",Bombus,,californicus,,,,,Species,Jaime Pawelek,2018,,,,,,Josue Alatorre,,,5/19/2018,,,2018,5,19,139,,5/19/2018,,,,,,,,,,,,,,,,,Adult,worker,1,,Pinned,,North America,,,,United States,US,California,San Luis Obispo,Cambria,Rancho Marino Reserve,,0,,35.539485,-121.083911,WGS84,775,,entan (2019-08-30 16:49:59),,georef batch tool 2019-08-30; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:56,849324,6,ae72fea3-1a7a-4825-b3be-2cacdd9f0167,https://library.big-bee.net/portal/collections/individual/index.php?occid=69830
69871,UCSB,IZC,,PreservedSpecimen,c20a98aa-6840-4f75-8b70-dbf35a8a75ab,UCSB-IZC00035286,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,Vilas Brown,EEMB 118 Entomology Class,,6/26/2018,,,2018,6,26,177,,6/26/2018,,Restored coastal sage scrub,,,,,,,,,,,,,,,Adult,Worker,1,sweep net,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Lagoon Island near Campus Point",,0,,34.4082,-119.8485,WGS84,10,,,,,,,,,,,,,,,zachary_brown,12/28/2020 12:56,849365,6,14f9e51f-d0a0-4f04-993c-fa73f8de9dc5,https://library.big-bee.net/portal/collections/individual/index.php?occid=69871
69877,UCSB,IZC,,PreservedSpecimen,c70a43b0-83b5-45ab-9cbe-eb4243e6eefb,UCSB-IZC00035441,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,Ishita Kanungo,EEMB 118 Entomology Class,,6/26/2018,,,2018,6,26,177,,26-Jun-18,,Restored coastal sage scrub,,,,,,,,,,,,,,,Adult,Worker,1,Aerial Net,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Campus Point",,0,,34.4068,-119.8438,WGS84,10,,,,,,,,,,,,,,,zachary_brown,12/28/2020 12:56,849371,6,4bc81a07-de89-4f51-b7e7-c9c608ba1204,https://library.big-bee.net/portal/collections/individual/index.php?occid=69877
69888,UCSB,IZC,,PreservedSpecimen,4cb9b737-3bb7-48e1-801b-12fb56d7e1e5,UCSB-IZC00035274,,,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile rotundata,45514,"(Fabricius, 1793)",Megachile,Megachile (Neoeutricharaea),rotundata,,,,,Species,Jaime Pawelek,2018,,,,,,Rosalyn Ma,,,5/27/2017,,,2017,5,27,147,,5/27/2017,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Los Angeles,Diamond Bar,Sycamore Canyon Park,,0,,34.00779,-117.812559,WGS84,542,,entan (2019-09-26 10:17:58),,georef batch tool 2019-09-26; GeoLocate,reviewed - high confidence,,,,,,,,,,entan,12/28/2020 12:56,849382,6,d80b2252-8165-4744-9ed9-bcce319c7226,https://library.big-bee.net/portal/collections/individual/index.php?occid=69888
69891,UCSB,IZC,,PreservedSpecimen,31ee8399-77b3-40aa-b30c-c1c574eb163d,UCSB-IZC00035453,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,Uma Rajpurkar,,,5/18/2018,,,2018,5,18,138,,18-May-18,,,,,,,,,,,,,,,,,Adult,Worker,1,Hand,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Lagoon Island",,0,,34.4065,-119.8482,WGS84,10,,,,"GPS, on label",,,,,,,,,,,zachary_brown,12/28/2020 12:56,849385,6,4ac74b74-8d47-45c2-9568-6aa6ea936664,https://library.big-bee.net/portal/collections/individual/index.php?occid=69891
69916,UCSB,IZC,,PreservedSpecimen,71c61d04-7166-4618-86a7-0b7be4128866,UCSB-IZC00035610,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,Loren Murray,,,5/19/2018,,,2018,5,19,139,,19-May-18,,,,,,,,,,,,,,,,,Adult,Worker,1,sweep net,Pinned,,North America,,,,United States,US,California,San Luis Obispo,Cambria,Cambria,,0,,35.5403,-121.0915,WGS84,10,,,,,,,,,,,,,,,zachary_brown,12/28/2020 12:56,849410,6,ec0bddf7-aae4-480f-9d61-dff0dc67c18f,https://library.big-bee.net/portal/collections/individual/index.php?occid=69916
69943,UCSB,IZC,,PreservedSpecimen,117bd520-1be4-4083-9ef1-e094b5ed3987,UCSB-IZC00035538,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,Kevin Okuda,,,5/15/2017,,,2017,5,15,135,,5/15/2017,,,,,,,,,,,,,,,,,Adult,Worker,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,"Isla Vista, Campus Point",,0,,34.405771,-119.845546,WGS84,244,,seltmann (2019-08-01 17:09:01),,georef batch tool 2019-08-01; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:56,849437,6,b223f912-fec2-44b3-b4dc-101ed3e4785c,https://library.big-bee.net/portal/collections/individual/index.php?occid=69943
69952,UCSB,IZC,,PreservedSpecimen,458b7b02-a6e9-49a0-a07b-2c2e5cd69c46,UCSB-IZC00035519,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jaime Pawelek,2018,,,,,,Michael Drummond,,,5/26/2018,,,2018,5,26,146,,26-May-18,,,,,,,,,,,,,,,,,Adult,Worker,1,sweep net,Pinned,,North America,,,,United States,US,California,Tulare,Lemon Cove,Three Rivers Campground,,0,,36.3916,-118.9558,,,,,,,,,,,,,,,,,zachary_brown,12/28/2020 12:56,849446,6,22a873d9-1175-4d81-b397-2c66e85acf05,https://library.big-bee.net/portal/collections/individual/index.php?occid=69952
70017,UCSB,IZC,,PreservedSpecimen,488929e6-c5dd-4ea6-ad1d-29c856b0b8c5,UCSB-IZC00034409,,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena oenotherae,4972,"Timberlake, 1937",Andrena,,oenotherae,,,,,Species,Jaime Pawelek,2019,,,,,,,,,6/30/1983,,,1983,6,30,181,,6/30/1983,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,34.019513,-119.72834,WGS84,20230,,entan (2019-06-25 16:20:42),,georef batch tool 2019-06-25; GeoLocate,reviewed - high confidence,,,,,,,,,,entan,12/28/2020 12:56,849526,6,27abccc5-a131-41aa-97b4-3b290933c095,https://library.big-bee.net/portal/collections/individual/index.php?occid=70017
70041,UCSB,IZC,,PreservedSpecimen,ee1c4bce-abf1-4683-8bb1-7113f10ffe4c,UCSB-IZC00035452,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa tabaniformis orpifex,50359,"Smith, 1874",Xylocopa,,tabaniformis,,orpifex,,,Subspecies,Jaime Pawelek,2018,,,,,,Stewart Sanders,,,5/12/1999,,,1999,5,12,132,,12-V-99,,,,,,,,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Rattlesnake Canyon,,0,,34.47088,-119.686467,WGS84,4000,,zachary_brown (2019-09-19 15:38:19),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:56,849550,6,4d584f29-8de2-4cfa-909c-a87ff2d0125d,https://library.big-bee.net/portal/collections/individual/index.php?occid=70041
70081,UCSB,IZC,,PreservedSpecimen,74e0f578-d6bf-40ef-a9b7-c22060e1fe01,UCSB-IZC00034449,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Taylor Curtis,2019,,,,,,UCSBees Survey,"Charlie Thrift, Taylor Curtis",,2/6/2019,,,2019,2,6,37,,2/6/2019,,,,,,,NCOS_01,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,North Campus Open Space,,0,,34.4215,-119.8827,WGS84,10,,,,,,,,,,,,,,,entan,12/28/2020 17:11,849590,6,2356466e-9bbc-44df-8500-b6e1068ab563,https://library.big-bee.net/portal/collections/individual/index.php?occid=70081
70359,UCSB,IZC,,PreservedSpecimen,4d0f5812-c9d2-47d8-8027-6d73c639da47,UCSB-IZC00034799,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus farinosus,11149,"Smith, 1853",Halictus,,farinosus,,,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,David Dewey,,1/19/2019,,,2019,1,19,19,,1/19/2019,,,,,,,SCIR_04,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,33.991056,-119.719278,WGS84,10,,,,,,,,,,,,,,,entan,12/28/2020 17:16,849865,6,7a076714-7356-46b0-b179-9cb7ad8c3484,https://library.big-bee.net/portal/collections/individual/index.php?occid=70359
70374,UCSB,IZC,,PreservedSpecimen,f4076dd0-af11-4e54-ac60-fd6f25bd876a,UCSB-IZC00034914,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Charlie Thrift,2019,,,,,,UCSBees Survey,,,4/17/2019,,,2019,4,17,107,,4/17/2019,,,,,,,Lagoon_03,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California Santa Barbara, Campus Lagoon",,0,,34.407967,-119.848322,WGS84,10,,,,GPS,,,,,,,,,,,entan,12/28/2020 12:56,849880,6,f4855bd2-07d1-4cbc-b108-91cf600d0942,https://library.big-bee.net/portal/collections/individual/index.php?occid=70374
70470,UCSB,IZC,,PreservedSpecimen,09588691-95bb-4dbf-914d-ed48b6c7a9da,UCSB-IZC00033743,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Habropoda depressa,11033,"Fowler, 1899",Habropoda,,depressa,,,,,Species,Jaime Pawelek,2018,,,,,,,,17,3/27/1991,,,1991,3,27,86,,3/27 1991,"Santa Cruz Island Reserve (SCIR) Collection, 2017",,,,,,,,,,,,Brassica,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,34.019513,-119.72834,WGS84,20230,,entan (2019-06-25 16:20:42),,georef batch tool 2019-06-25; GeoLocate,reviewed - high confidence,,,,,,,,,,zachary_brown,12/28/2020 12:56,850002,6,316a0843-e5c2-4640-9bb9-707221e5d8ca,https://library.big-bee.net/portal/collections/individual/index.php?occid=70470
70532,UCSB,IZC,,PreservedSpecimen,ad4527d6-2daf-4803-9437-239a9afcf36d,UCSB-IZC00030944,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Taylor Curtis,2019,,,,,,UCSBees Survey,Wayne Chapman,,5/14/2019,,,2019,5,14,134,,5/14/2019,,,,,,,Greenhouse_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"Cheadle Center for Biodiversity and Ecological Restoration (CCBER) Greenhouse, 61 meters northwest of Parking Lot 38",,0,,34.420935,-119.858054,WGS84,10,,,,,,,,,,,,,,,kristyle,12/28/2020 12:56,853351,6,eaae1c9c-0fb9-4caa-9d74-fa1b5dd29567,https://library.big-bee.net/portal/collections/individual/index.php?occid=70532
70877,UCSB,IZC,,PreservedSpecimen,97042351-9afb-4bca-9616-416f244e104a,UCSB-IZC00030348,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus farinosus,11149,"Smith, 1853",Halictus,,farinosus,,,,,Species,Jamie Pawelek,2019,,,,,,UCSBees survey,David Dewey,,3/15/2019,,,2019,3,15,74,,15-Mar-19,,,,,,,SCIR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,33.997278,-119.714056,WGS84,10,,,,,,,64,,,,,209',,,EmanueleGiacomuzzo,12/28/2020 12:56,853710,6,a5eb73b7-907b-4b8a-8ace-63f52e140587,https://library.big-bee.net/portal/collections/individual/index.php?occid=70877
70886,UCSB,IZC,,PreservedSpecimen,b68d8810-5dfe-42fe-8f5f-e5031596ddeb,UCSB-IZC00030122,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus farinosus,11149,"Smith, 1853",Halictus,,farinosus,,,,,Species,Jamie Pawelek,2019,,,,,,UCSBees survey,David Dewey,,4/15/2019,,,2019,4,15,105,,15-Apr-19,,,,,,,SCIR_03,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,33.997278,-119.714056,WGS84,10,,,,,,,64,,,,,209',,,EmanueleGiacomuzzo,12/28/2020 12:56,853719,6,60b1491c-c59e-4ee2-83f9-6f52ce8f52c4,https://library.big-bee.net/portal/collections/individual/index.php?occid=70886
70929,UCSB,IZC,,PreservedSpecimen,2ca36c88-a748-4da7-a50b-ce7a08510bb5,UCSB-IZC00030337,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eucera actuosa,9990,"(Cresson, 1878)",Eucera,,actuosa,,,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,David Dewey,,4/15/2019,,,2019,4,15,105,,15-Apr-19,,,,,,,SCIR_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,33.991972,-119.689278,WGS84,10,,,,,,,130,,,,,428',,,emilyward,12/28/2020 12:56,853762,6,d01ebd07-c73f-419d-91b4-6a5850436c89,https://library.big-bee.net/portal/collections/individual/index.php?occid=70929
71133,UCSB,IZC,,PreservedSpecimen,b07274f6-f865-4967-b2e7-47703df0832b,UCSB-IZC00036078,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees survey,David Dewey,,4/15/2019,,,2019,4,15,105,,15-Apr-19,,,,,,,SCIR_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,34.018889,-119.871111,WGS84,10,,,,,,,24,,,,,80',,,EmanueleGiacomuzzo,12/28/2020 12:56,853974,6,5166e813-5141-4ed6-84b3-cd6358f809e3,https://library.big-bee.net/portal/collections/individual/index.php?occid=71133
71134,UCSB,IZC,,PreservedSpecimen,82ae9303-ce2b-4713-8c07-980db68997d1,UCSB-IZC00037376,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora edwardsii,5957,"Cresson, 1878",Anthophora,,edwardsii,,,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,,,3/14/2019,,,2019,3,14,73,,14-Mar-19,,,,,,,Lagoon_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,UC Santa Barbara Lagoon,,0,,34.407967,-119.848322,WGS84,10,,,,GPS,,,,,,,,,,,emilyward,12/28/2020 12:56,853975,6,bbdc43bf-65e5-411e-a29b-0e9d71d4bbde,https://library.big-bee.net/portal/collections/individual/index.php?occid=71134
71216,UCSB,IZC,,PreservedSpecimen,8c6232d9-24a5-40e5-9b94-1860974fa38e,UCSB-IZC00037492,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,5/17/2019,,,2019,5,17,137,,17-May-19,,,,,,,COPR_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87962,WGS84,10,,,,,,,,,,,,,,,EmanueleGiacomuzzo,12/28/2020 12:56,854057,6,fab542be-3224-4e8e-8913-867824ad2193,https://library.big-bee.net/portal/collections/individual/index.php?occid=71216
