Id	Species	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18
UCSB_IZC00036326_L	Agapostemon texanus	0.10238612975992875	-0.39634105314094525	0.2440813967606249	-0.2994792901219491	0.1800970917856755	0.021722790342056653	0.20867430798250725	0.12238498041426825	0.03752189931484931	0.3296561175467032	0.007105813312902526	0.4959397508482203	-0.17590368202426707	-0.01706384555932547	-0.2925944485291717	-0.09222895616778627	-0.3113685083630476	-0.16459049416124305
UCSB_IZC00036326_R	Agapostemon texanus	0.10234284357449483	-0.39839513921461767	0.24250025516173662	-0.3016515857191459	0.1799331994744355	0.018620997962444666	0.21143476714288229	0.11778693066814411	0.03659406255556155	0.32704203671058196	-8.719314940738299E-4	0.5036287752997439	-0.17365578629772666	-0.01734106700301273	-0.2923845915175225	-0.0906894417889882	-0.30589281859978934	-0.15900150691514991
UCSB_IZC00036466_L	Agapostemon texanus	0.12455439244907607	-0.4001108280576957	0.24220324128474516	-0.29417498352954513	0.1805299689124889	0.03448559273532707	0.20745065495556037	0.10830331891869391	0.03236231388135846	0.3289060290087775	0.020099905571959092	0.4810735807262084	-0.1878870069434683	-0.006323864372450902	-0.29761078242245653	-0.08791860534299532	-0.321702687689265	-0.1642402400863176
UCSB_IZC00036466_R	Agapostemon texanus	0.12035435937217656	-0.39921539028141895	0.248408718653232	-0.2973565776171507	0.18566355201203208	0.03644174299601345	0.2118740306020856	0.10901044753914454	0.03174959738080563	0.32481766661290146	0.014076267302460366	0.4772163363086671	-0.191588609137177	-0.0031152213275746077	-0.29889102103658727	-0.08471415639924612	-0.32164689514902567	-0.16308484783133986
UCSB_IZC00036601_L	Agapostemon texanus	0.11687122813871412	-0.40165016672383186	0.24664807549641482	-0.30425246740964323	0.18741317096014076	0.03788231969796094	0.214316017777064	0.11812174201947923	0.04038474466706049	0.3180425019162534	-0.0016491258625075944	0.47811999629599206	-0.1837724533429635	-0.0029935282719216055	-0.301419073672612	-0.08676118189504878	-0.3187925841613091	-0.15650921562924064
UCSB_IZC00036601_R	Agapostemon texanus	0.11336583045404919	-0.40001017037100467	0.2497837826509078	-0.2999111226448322	0.18763134935215622	0.03728041858444092	0.21420915772792615	0.11586857504220154	0.03666818781250139	0.322246332401771	0.0046489970318990825	0.4769072961535449	-0.18498329821762977	-0.004264095311933003	-0.29978199875482636	-0.08844153139882777	-0.3215420080569812	-0.159675702455364
UCSB_IZC00036757_L	Agapostemon texanus	0.10982869131680645	-0.40680912141408204	0.24705033413001898	-0.3048182248914345	0.17219014923633186	0.039700694237690584	0.1998561923679532	0.11776863418275277	0.04220587838852144	0.3249546745691612	0.008266880131128362	0.4915990237677169	-0.17838032496560416	-0.015342660656895518	-0.292801891896012	-0.0874090064773868	-0.30821590870914484	-0.15964401331752173
UCSB_IZC00036757_R	Agapostemon texanus	0.11343337865392394	-0.4099923556985034	0.24608523651806777	-0.30460766993486266	0.17066804602207564	0.03798643737534378	0.1985736136587839	0.12447943238906067	0.04185723011698983	0.3219676883013721	0.008768713971964742	0.4889041520367175	-0.1743352700909543	-0.014319993496766645	-0.293095280352417	-0.08903445334825077	-0.3119556684984325	-0.15538323762411194
UCSB_IZC00036766_L	Agapostemon texanus	0.10858961434481948	-0.40269354240968475	0.2450240303113375	-0.3049659700448544	0.17617767161450218	0.02397081023600235	0.21083451212386597	0.11316797951187965	0.03212754794668696	0.32464090664300316	2.864009915203858E-4	0.49792985652298255	-0.17306476559909306	-0.006186358937984457	-0.2886038819792197	-0.0861317821105879	-0.31137112975441467	-0.15973189941075988
UCSB_IZC00036766_R	Agapostemon texanus	0.11240982098891461	-0.4061316818990667	0.24356544418005985	-0.30410159767212325	0.1759336086986509	0.02634913322005232	0.21063032943806784	0.11295427006673221	0.031185875837534516	0.3267349601476376	0.001942211370259378	0.493255432477887	-0.1766467001775891	-0.006345357882945768	-0.2877123636967168	-0.08419351837983938	-0.31130822663918234	-0.15852164007833214
UCSB_IZC00037252_L	Agapostemon texanus	0.11397533244454505	-0.4011481752879201	0.2498333685846244	-0.3058078494277758	0.1742282894725471	0.029689159970917922	0.2001745961773967	0.11631288407458942	0.03784646685417728	0.3273743403590341	0.010210343488685852	0.4894779685551132	-0.181444199854239	-0.011440412151477786	-0.2907004592096259	-0.08647321745505425	-0.31412373795811055	-0.15798469863742698
UCSB_IZC00037252_R	Agapostemon texanus	0.11270208674620183	-0.40115277985957376	0.25095690187059205	-0.3069077197778227	0.17455750306463116	0.027808050663691394	0.20377148225762476	0.11597920901123752	0.034876113178374024	0.32760766392262625	0.007742085421611339	0.4881727342425165	-0.17975154319767556	-0.007941471026249078	-0.29016723253003474	-0.0852264163984957	-0.3146873968113254	-0.15833927077793086
UCSB_IZC00037720_L	Agapostemon texanus	0.1134040414875806	-0.40330287606306636	0.24459482526745008	-0.2974432293471549	0.17724258798559994	0.033365042275186024	0.20410858634746984	0.11500061112165555	0.04083760168225417	0.3241140537194955	0.010408888506040354	0.4908269633391944	-0.18160185894575925	-0.01038461195604154	-0.29629641512713634	-0.08738024963824652	-0.3126982572034984	-0.16479570345102312
UCSB_IZC00037720_R	Agapostemon texanus	0.11176946145587749	-0.4032787770608459	0.23951352785897823	-0.30027831745006783	0.17720930030270624	0.030680287138538556	0.20665144310197164	0.11700348628648494	0.039865113183075895	0.32174907415930254	0.005547395178817832	0.4981901195247419	-0.17703119038029447	-0.01315872581084536	-0.29365968602296016	-0.08787270898391114	-0.3098653646781714	-0.16303443780339927
UCSB_IZC00038830_L	Agapostemon texanus	0.12134695915125684	-0.4029830356358779	0.2532599166031052	-0.2954987522638482	0.18097076303949283	0.0313655299304752	0.20967212299857557	0.10922805793924205	0.033725334132612056	0.3228975533715346	0.011794017359592152	0.4783382519954644	-0.18870453508889	-9.920475080587021E-4	-0.302588660585405	-0.08358427446702772	-0.3194759176103391	-0.15877128336190416
UCSB_IZC00038830_R	Agapostemon texanus	0.12782660744365787	-0.398292773411712	0.25327067268368253	-0.3019097241438453	0.181102229850461	0.02469371691257638	0.20940519898836218	0.10644205417560831	0.032843828033630035	0.320456364315217	0.008564483259394351	0.48190132031304556	-0.19109387614174506	0.0014270782577658764	-0.30319320183915266	-0.08155154070350898	-0.31872594227829126	-0.15316649571514557
UCSB_IZC00039879_L	Agapostemon texanus	0.1066774832119338	-0.4027479174918529	0.2494232798191362	-0.30300985547729575	0.17127609212148565	0.029286891072492036	0.20297210430249504	0.12490231793383624	0.03950091885589166	0.32516903159140026	0.008643146847290506	0.49139535502193366	-0.172518681729993	-0.015254719780495182	-0.2896644350648342	-0.08793898972164733	-0.3163099083634052	-0.16180211314837117
UCSB_IZC00039879_R	Agapostemon texanus	0.11156282941581869	-0.4015088166306916	0.2480603498660909	-0.30637775106562687	0.17090493927881956	0.02588090043494118	0.20244686713210924	0.11417667085886543	0.03525473437822815	0.33113517012777416	0.006880225342509316	0.4933563861263446	-0.1716192213533344	-0.012490714815319826	-0.2909573209157146	-0.08685470426884508	-0.31253340314452893	-0.15731714076743925
UCSB_IZC00040751_L	Agapostemon texanus	0.11317452765630348	-0.4032991778551713	0.24272069717906178	-0.2943845486625467	0.18041561966348096	0.03332941900193204	0.2068293784393071	0.12284151439537257	0.03858473831783077	0.3270901334486619	0.013362614303112363	0.4822123566421405	-0.17794999317818017	-0.012539041641432727	-0.29873634138182137	-0.090877179195864	-0.31840124099909567	-0.1643734761330915
UCSB_IZC00040751_R	Agapostemon texanus	0.10666449104700587	-0.40001352922207667	0.24421501157869308	-0.2922091366918914	0.1835219335119279	0.027424773824079887	0.2074395686476314	0.12261393744492116	0.04081909918240825	0.3292282656299088	0.011338110697642373	0.48571953055933187	-0.18120251743712892	-0.011374289204679672	-0.2972166543531326	-0.09288885549997307	-0.3155790428750479	-0.1685006968396201
UCSB_IZC00040844_L	Agapostemon texanus	0.11416219171561542	-0.39714239377680405	0.23879599886743036	-0.3045547106032694	0.1813863969620464	0.028216329526264017	0.2102834384975617	0.10951589835205092	0.03346031669771582	0.331713176503586	0.0052964601113558996	0.4937648581963369	-0.18040564245054974	-0.013994423290556321	-0.29065674841296496	-0.08742907560505465	-0.3123224119882114	-0.16008965930255314
UCSB_IZC00040844_R	Agapostemon texanus	0.11444764480754657	-0.39661644718262323	0.23742194098581637	-0.30919566016437183	0.18035639664996989	0.02510209367321599	0.20778930667998335	0.10801477656898567	0.030089973872774844	0.3366258467180858	0.004211576854306731	0.49494254761457623	-0.17473026886273296	-0.014499796185879793	-0.28930641392311895	-0.08548939882469452	-0.31028015706454337	-0.1588839622172967
UCSB_IZC00041034_L	Agapostemon texanus	0.11636383218926061	-0.40626403939668115	0.24548631164701307	-0.2928273805490102	0.18470013509490946	0.024149066126805688	0.20972203017812607	0.10792740624383267	0.0299837852193775	0.330104668093533	0.008328499665703232	0.48482028343029004	-0.18366553642203065	-0.003701124408340528	-0.29889396517801126	-0.0821122202013613	-0.31202509239434895	-0.16209665933906672
UCSB_IZC00041034_R	Agapostemon texanus	0.1175929353363728	-0.4016093159662728	0.2559938119400854	-0.29505163792469624	0.18628971466476568	0.020486586242283722	0.20845021706015032	0.10037300879015618	0.028811579300133394	0.3281935376494433	0.005758074537016128	0.484768769188765	-0.18472883916047356	-8.59147244891223E-4	-0.30120995318979404	-0.08188404440568639	-0.31695754048825786	-0.1544177563291001
UCSB_IZC00041462_L	Agapostemon texanus	0.10869139425702135	-0.4072930946789026	0.23748185480317638	-0.2990182949134421	0.17531402923317096	0.04004142531595807	0.20333769585612999	0.11822723195077285	0.042433238983211885	0.32591075609517584	0.007150722879725652	0.4936982451547275	-0.17026742615999413	-0.012055548696483176	-0.289672535028858	-0.09412926153776278	-0.31446897482358216	-0.1653814586900447
UCSB_IZC00041462_R	Agapostemon texanus	0.11000199156685517	-0.40470030616744945	0.24276855103700914	-0.3012897632279692	0.1743308909358657	0.03949813825644438	0.20217079823265197	0.11239034771637588	0.03629393326615407	0.33320305854484455	0.013862489781054699	0.48837136584901963	-0.17632254302869985	-0.009931553030605972	-0.2921466998969081	-0.09307188705608613	-0.3109594118939811	-0.1644694008845755
UCSB_IZC00041511_L	Agapostemon texanus	0.11877308329270306	-0.41023837348409364	0.24319694682627432	-0.2930996859278233	0.18559278368015375	0.03540374066918481	0.21520605137191345	0.10895180303928707	0.03125652798226433	0.32415987541195246	0.0038886737775316316	0.4803586522490241	-0.18067743762731991	-0.003458038333323213	-0.2987008733106599	-0.08452167233030071	-0.31853575599286177	-0.15755630129390674
UCSB_IZC00041511_R	Agapostemon texanus	0.1202107633311277	-0.40462182942657204	0.24769444639593047	-0.2898084947265038	0.1892036864394172	0.030894290761487614	0.21579080970060793	0.10995424846909216	0.030197629962821437	0.3279138418770263	0.00872329860579435	0.4712022178320918	-0.18237491659101396	0.00176607133443267	-0.303888856881937	-0.08791732734491248	-0.3255568609627444	-0.15938301877614516
UCSB_IZC00041517_L	Agapostemon texanus	0.11061183617507728	-0.40031106273524647	0.24139002762263598	-0.28928567140205486	0.18164858624658603	0.044187182924481636	0.20669990697097934	0.11758318975328705	0.04056017495409042	0.33126267432530165	0.021490497520906038	0.4793181789534519	-0.18294595866901148	-0.014833507052619294	-0.2972622051494309	-0.0935450778305147	-0.3221928656718307	-0.174375906936088
UCSB_IZC00041517_R	Agapostemon texanus	0.10626854339802536	-0.3999283643622057	0.2447758612656888	-0.29146116456478777	0.18238004075474498	0.0399075642439891	0.20883036570070213	0.11670636228718215	0.04315505282722398	0.3279061450365676	0.012548322499061987	0.48516310070538515	-0.18264464767056024	-0.015437972001496922	-0.2967048435839452	-0.09268559914601249	-0.3186086951909409	-0.17017007219862146
UCSB_IZC00041521_L	Agapostemon texanus	0.11146994890908521	-0.408272841267854	0.24194798396883624	-0.30018809321307866	0.1787775594843119	0.02494426927815531	0.20610828399212325	0.11066903085652216	0.03060921115748108	0.3322991251660417	0.003939763725335416	0.4946744649102951	-0.17608285399861717	-0.013604877327605763	-0.2883742402857166	-0.08386202915094114	-0.3083956569528412	-0.156659049251533
UCSB_IZC00041521_R	Agapostemon texanus	0.11091089699255291	-0.4035213771463484	0.2421001446299323	-0.29854825765174126	0.18231374565221592	0.020586655287741687	0.20876111176572082	0.11127100978175336	0.03431792539151035	0.3330432197730853	8.148918123913607E-4	0.4937664803788614	-0.17836822137954253	-0.013424293147987279	-0.28924858516737195	-0.08560964399596457	-0.31160190969740986	-0.15756379327939962
UCSB_IZC00041836_L	Agapostemon texanus	0.11608504404259765	-0.4009816189590618	0.24512323390274532	-0.29642469762644047	0.18320999456351916	0.0247640970332786	0.21254596897172032	0.11623786566457861	0.03897501537460224	0.3248298250491131	0.0023718204217674788	0.48700375110176175	-0.1841064808274107	-0.013797078213463418	-0.29611030931641047	-0.08496728312045693	-0.31809428713313204	-0.15666486092930865
UCSB_IZC00041836_R	Agapostemon texanus	0.11655434875171108	-0.40391275219099076	0.2469956405838491	-0.2933529079435605	0.1835785031710806	0.027293887801560057	0.2109624494495197	0.11924885493975802	0.03805229185689829	0.3260876225459721	0.006737743085182657	0.4805013477316857	-0.1849955507264854	-0.012600109250167565	-0.29711159365476975	-0.08781765912980866	-0.3207738325169876	-0.15544828450444725
UCSB_IZC00042265_L	Agapostemon texanus	0.11041735024111243	-0.4031635656375827	0.24767077461733705	-0.30132088897525844	0.17086308719446286	0.03197286445085609	0.20520151310980678	0.12587858635033808	0.047398678372211234	0.32712926218671057	0.006432061542787221	0.48532753963964703	-0.17979429908265587	-0.014630654142954516	-0.29451446922867	-0.09123046401157513	-0.3136746967663918	-0.15996267986018056
UCSB_IZC00042265_R	Agapostemon texanus	0.11276165066459479	-0.4017554322855088	0.24354360207115766	-0.30413718068587103	0.17310977293745333	0.02682291563207921	0.20489551528330802	0.12700822320000427	0.04657962496663434	0.329851001835291	0.00507145851970367	0.48576210098709716	-0.18176158464868616	-0.01357739891572493	-0.2950404423504731	-0.09016887029473832	-0.3091595974436928	-0.1598053594726288
UCSB_IZC00042308_L	Agapostemon texanus	0.11558837337544067	-0.4072711087294184	0.24880130840737905	-0.29607090968541	0.17584051314293353	0.04098631698273983	0.20706259799138937	0.12431244051834442	0.03468866396476436	0.3233484818347413	0.019005935562523363	0.4745229000215444	-0.18049736381938797	-0.00808640678844208	-0.30118293172075616	-0.08770248910957154	-0.3193070969042847	-0.16403922504452928
UCSB_IZC00042308_R	Agapostemon texanus	0.11607964304675916	-0.40529001218104255	0.24666084277478195	-0.2910823124054707	0.17909581103743194	0.04129762157288139	0.2067693275060613	0.12466209224671154	0.04355326475848341	0.3214183649400662	0.016858954689416783	0.47575748850093735	-0.1853618185788759	-0.010334935604230613	-0.30210378779770747	-0.09031880839188036	-0.321552237436353	-0.16610949867797137
UCSB_IZC00042456_L	Agapostemon texanus	0.11117508410911675	-0.408226910103338	0.23980179730089846	-0.3029525025088456	0.17531318526497403	0.03084015150949032	0.20633958817508427	0.12185852135338077	0.03637989808153558	0.33152215408522473	0.007046691881929357	0.48738611237540486	-0.1803481783559963	-0.011455689438148925	-0.2874480084371731	-0.08676192584053438	-0.30826005802036666	-0.16220991143263608
UCSB_IZC00042456_R	Agapostemon texanus	0.10465165251919936	-0.4028045392856745	0.2416362929279251	-0.30681695625225525	0.1778980854228482	0.028763983779226926	0.20534783873855622	0.12349187765590511	0.040148843846075616	0.3313390414735464	0.0024299837031474814	0.49130412131033685	-0.1767646516740668	-0.01120223990889932	-0.2886519620218805	-0.09290959926844194	-0.3066960834618044	-0.1611656895037446
UCSB_IZC00042465_L	Agapostemon texanus	0.10596788919967143	-0.3952667842875504	0.24868872953575993	-0.29293243313567163	0.18403096578499445	0.040767232599771774	0.2090575358385804	0.1220906225369821	0.04837562648641218	0.3225273123344316	0.01171530239412713	0.4815062507666078	-0.18281260218140116	-0.012843512575504132	-0.3031816692158892	-0.09498283341885574	-0.321841777842254	-0.17086585482021258
UCSB_IZC00042465_R	Agapostemon texanus	0.1056014171335665	-0.39134925672836357	0.24561962656966327	-0.29330652331463825	0.18494065710883772	0.04091235693292172	0.21296584203856636	0.12001450560371824	0.05012913961897379	0.32297925834843233	0.009430736859153077	0.4841922085273198	-0.18370044243512526	-0.014652168256436976	-0.3027131803209756	-0.09655331490005792	-0.3222737965726583	-0.1722370662128962
UCSB_IZC00042678_L	Agapostemon texanus	0.10967840373743626	-0.40510857190725597	0.23825181568599693	-0.3007207573502006	0.17416277448178535	0.03714241150523698	0.20791222319329894	0.12133041741878381	0.04036059214408705	0.33450882066724086	0.009993617758639106	0.4841931889363092	-0.17881793250866446	-0.013432792389622833	-0.2919350414993065	-0.09028935924930445	-0.309606452993271	-0.16762335763118846
UCSB_IZC00042678_R	Agapostemon texanus	0.11113988678860806	-0.40292506492323155	0.23709546091004358	-0.2955247521850598	0.1780039850870398	0.02766761217011672	0.21050004679876105	0.12017557640709156	0.03971252566661948	0.33113228551541407	0.007924077225160364	0.49042974999575273	-0.1808627270110985	-0.015184663481685373	-0.2908341406991892	-0.0908709906790257	-0.31267911476594357	-0.16489975281937408
UCSB_IZC00043427_L	Agapostemon texanus	0.12263787366442239	-0.4094884653165879	0.2450469663526621	-0.3050422807442991	0.1730529123969755	0.029885368161817874	0.20118099651343896	0.11708059284926921	0.03478810198337626	0.32612165598510545	0.007401199271067055	0.4849678793688702	-0.17739563021448934	-0.008514547727155805	-0.2901446138111883	-0.08122462175500808	-0.3165678061562628	-0.15378558082201366
UCSB_IZC00043427_R	Agapostemon texanus	0.1164995382618651	-0.4053471440280295	0.2464907532532347	-0.3061648880606804	0.17435585914855417	0.03323130996339574	0.20257811540315757	0.11804969017149303	0.03981919531302053	0.32411066414413303	0.004169935383874918	0.48762266159973033	-0.1756387492328066	-0.01057778669133927	-0.2914101848391372	-0.08529415377033275	-0.3168644626917625	-0.15563035332837144
UCSB_IZC00044054_L	Agapostemon texanus	0.11152246697089316	-0.40404010452064215	0.24792788901920962	-0.30715931354495696	0.1799522150480209	0.030581124126371928	0.20697252266307714	0.11984979954620775	0.03549425076880211	0.3314419679239232	0.0024849979630716945	0.48096841363450255	-0.1768468824462706	-0.010059023339864567	-0.294836456796463	-0.08919095570030039	-0.312671003190342	-0.15239190812524073
UCSB_IZC00044054_R	Agapostemon texanus	0.11219888981562126	-0.40894013025454	0.24359872887791464	-0.30742788554253897	0.17230817657070302	0.02930889588891701	0.1980979287393006	0.11520039603931981	0.030442777209538696	0.33364086008951377	0.008677791123183287	0.4898285494852286	-0.16654792801713636	-0.004449290381994445	-0.28808654460263017	-0.0879377616242987	-0.31068981971649623	-0.15922363369960602
UCSB_IZC00046949_L	Agapostemon texanus	0.11886523858891673	-0.3957329481604356	0.2616462277298606	-0.30234436837776996	0.18786811005049237	0.03622590707671318	0.21277726172277	0.10433962556972297	0.03269462836687678	0.32018521263984534	0.00577975688327742	0.47378158072291676	-0.18851671451133734	-0.0017463808654379909	-0.30630698613011975	-0.07659802421150799	-0.32480752270073765	-0.15811060439404584
UCSB_IZC00046949_R	Agapostemon texanus	0.13138969657930846	-0.3982401503053026	0.2581404527028035	-0.30202667462865285	0.18563956620220226	0.031651094582918274	0.21513268005835479	0.10642638197443977	0.031453304409073235	0.31908068771232284	0.00678737270640678	0.46959519652155746	-0.19474252125705305	-0.0017424051380375838	-0.3085653313938258	-0.07636863036854134	-0.3252352200072709	-0.1483755003507034
UCSB_IZC00034409_L	Andrena oenotherae	0.1605381506994258	-0.4165635949541349	0.24563336190955085	-0.3238796950086127	0.1756876604275899	-0.035910366516119355	0.1893211956726942	0.08815169386080733	8.437898713865299E-4	0.3370051805785601	-0.024755673079180085	0.49305641808904355	-0.13253888705867836	0.026333981912720898	-0.28293990967937604	-0.04590781661591302	-0.3317896887634125	-0.12228580134635271
UCSB_IZC00034409_R	Andrena oenotherae	0.1584230624909426	-0.41852281044036843	0.24456958491908165	-0.3223485870966648	0.17648968974600118	-0.03711138873151375	0.19019449534832011	0.08745241152292128	-2.5590882086654054E-4	0.33691247907110455	-0.02645872631784832	0.49611514042007376	-0.13133287497323123	0.02435387272232338	-0.282590186711045	-0.044561644484645974	-0.32903913568135446	-0.1222894729832293
UCSB_IZC00043585_L	Andrena oenotherae	0.16659200747631725	-0.4240439834629791	0.24523587763466292	-0.320486493983352	0.17344867966214156	-0.03104871967010602	0.1887217022190228	0.09508074040278346	0.0018297435691687902	0.33503220595857663	-0.02095052519558646	0.48076468509114695	-0.1321388938410204	0.03380076404772132	-0.2884271025071843	-0.04660238616300198	-0.33431148901751995	-0.12249681222079097
UCSB_IZC00043585_R	Andrena oenotherae	0.16446538223387744	-0.41830444875628636	0.2522661280408971	-0.32594154702377703	0.17295130214303445	-0.033548386758021444	0.18689342453430274	0.09640817632915713	0.0018471868964699822	0.33869544951295016	-0.02038031686283573	0.4759430428768219	-0.13302184746713847	0.03447108109205758	-0.28901328167082074	-0.044652179768763484	-0.33600797784778524	-0.12307118750413845
UCSB_IZC00043591_L	Andrena oenotherae	0.16343776188236325	-0.4171477219111638	0.24740688910001735	-0.3291750813263977	0.1727640204105779	-0.033391874282426334	0.19049534819566083	0.09269602439434987	-0.005153081262190995	0.3442629289425544	-0.017815697763778116	0.4790251241933714	-0.13598528977574945	0.032352372531540226	-0.2872888230193428	-0.045711348597451115	-0.3278611277675613	-0.12291042394437497
UCSB_IZC00043591_R	Andrena oenotherae	0.16073446822636453	-0.4200583618057383	0.2441529848625124	-0.32482485268375827	0.17112288656430166	-0.03192413829436832	0.1923707920795229	0.0976941284687412	0.002015606197350389	0.33915137913170057	-0.02267586640080957	0.4835962929688101	-0.13190029352696636	0.02784784484105586	-0.2864448363574748	-0.04824461274903066	-0.3293757416447999	-0.12323767987741263
UCSB_IZC00043598_L	Andrena oenotherae	0.16329567625667607	-0.4189944013411214	0.24948469134714915	-0.3260354897989949	0.17871643128647902	-0.04641812943455121	0.18681038317568094	0.09257768428357199	-0.00458257336277329	0.3385073492274359	-0.02948719204055994	0.488136567754087	-0.12354935393409716	0.02672525260631252	-0.28344064721026047	-0.040722568365677655	-0.33724741551829496	-0.11377626493106187
UCSB_IZC00043598_R	Andrena oenotherae	0.17182814351286207	-0.41072882281177064	0.2521486608825121	-0.33242486510856084	0.17352714818804596	-0.047409641679869226	0.18490080910722717	0.08693364698636075	-0.0068161821137582845	0.3417241573795583	-0.022174325697807917	0.48508741647838427	-0.12725211193987307	0.03021646858606175	-0.2885022540221975	-0.039578568935770705	-0.33765988791701157	-0.1138197908943914
UCSB_IZC00010322_L	Anthophora edwardsii	0.11775668056994079	-0.48900835227590467	0.18153653029693134	-0.3624904531287957	0.08967784076392316	0.0959661832502062	0.11129870395317969	0.21610770814889835	0.03377303139796489	0.4085781141139894	0.056170583664021806	0.4338460378511076	-0.07758353805758911	-0.03866547151636342	-0.22677976401925962	-0.08258607371105058	-0.2858500685691146	-0.1817476927320849
UCSB_IZC00010322_R	Anthophora edwardsii	0.11155929814085128	-0.5007091834840006	0.18352987868807064	-0.35664843604001917	0.08699037464567216	0.10455769012628378	0.1121708155695219	0.2156475919084919	0.03156715989482445	0.4097580898718792	0.05446816296798038	0.4305524882335449	-0.07010452093934863	-0.038448105419010024	-0.22084823071500456	-0.0836606521470284	-0.2893329382525688	-0.1810494830501407
