<<<<<<< HEAD:R/data/subset_data.csv
"","catalogNumber","LM1x","LM2x","LM3x","LM4x","LM5x","LM6x","LM7x","LM8x","LM9x","LM1y","LM2y","LM3y","LM4y","LM5y","LM6y","LM7y","LM8y","LM9y","Species","Genus","Subfamily","Family","Sex","Collection"
"28","SBMNH_ENT0116670_L",0.494766209436061,0.374236884724292,-0.0867005976715496,-0.224478543799236,-0.403447769346417,-0.435395625899896,0.0364503699583204,0.074144143476169,0.170424929122255,0.130423154914009,0.174365291810866,0.0894404263032728,0.103429421254077,0.0341972630863156,0.0509810518332728,-0.0821576271705874,-0.222908448106801,-0.277770533924426,"Anthophora edwardsii","Anthophora","Apinae","Apidae","Female","SBMNH"
"29","SBMNH_ENT0116669_R",0.501161953587383,0.369998647223384,-0.106307542145189,-0.210685415607927,-0.40486294538403,-0.427111249267706,0.0364371246484004,0.0744165738148651,0.166952853130818,0.116782372739119,0.194463264186097,0.0872593914545633,0.104470205822666,0.0307725568874039,0.0485633010126116,-0.0701038147527938,-0.223674046937132,-0.288533230412536,"Anthophora edwardsii","Anthophora","Apinae","Apidae","Female","SBMNH"
"30","SBMNH_ENT0116670_R",0.500363408133819,0.376458750263422,-0.0913389741193794,-0.221969638326233,-0.405216737960168,-0.427088906051313,0.0309198451834895,0.0723285253948165,0.165543727481546,0.142060640817534,0.166478078327704,0.0927355789956492,0.103780840872386,0.0331711310598679,0.0481295628583315,-0.0830014794975367,-0.226203662647738,-0.277150690786198,"Anthophora edwardsii","Anthophora","Apinae","Apidae","Female","SBMNH"
"31","UCSB_IZC00010554_R",0.476869517110108,0.296836750688141,0.0141370517553402,-0.147089241329247,-0.355142885881618,-0.468529019897558,-0.0407546065784679,0.0554363834186885,0.168236050714612,0.177349802763692,0.189501427889424,0.144780648694773,0.151951529219259,0.0419129528243878,0.0114188649984924,-0.168026433535861,-0.247982017714624,-0.300906775139544,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"32","UCSB_IZC00009049_L",0.488323968979807,0.295691090081063,-0.00417402180232416,-0.170767917884386,-0.358031937596426,-0.432405967101593,-0.0428846773535303,0.0586126320621269,0.165636830615261,0.189125882613577,0.193500982372104,0.135723866513039,0.142587819434039,0.0406621759090308,0.0311651703042413,-0.155815895963285,-0.261106122764789,-0.315843878417958,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"33","UCSB_IZC00037222_R",0.485823270049692,0.307717302678471,0.00830732703152821,-0.160589885668959,-0.346616831816084,-0.447758310218975,-0.04820499268251,0.0498925966556385,0.151429523971197,0.200795184915162,0.192123109984665,0.137907949397669,0.145103983826851,0.0396106575691344,0.0156254623534297,-0.168744890060378,-0.249670937381892,-0.312750520604641,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"34","UCSB_IZC00042591_L",0.470344136982931,0.302033559537715,0.0236879405087878,-0.157647031686846,-0.350370879959671,-0.448149925103029,-0.0525486171292199,0.0512225468013857,0.161428270047948,0.192558420009681,0.201386475543859,0.145736067598843,0.149320468007198,0.0404327491091167,0.0181588594124011,-0.174754512072501,-0.262716617265901,-0.310121910342695,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"35","UCSB_IZC00036553_L",0.480094894830163,0.294008547164502,0.00348570908328993,-0.171511879440661,-0.359455439203211,-0.438431686798783,-0.0394981042572066,0.0568164120201341,0.174491546601771,0.191573331228481,0.183015400329282,0.141423524415495,0.14614575188018,0.0418979785127927,0.0327007101234513,-0.162113654483549,-0.262851953697459,-0.311791088308675,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"36","UCSB_IZC00010381_R",0.472124097180076,0.295713369202932,0.0207443437092968,-0.164100765199035,-0.370312456273255,-0.439038815028544,-0.0392800270602928,0.0603841668551233,0.163766086613699,0.191388448543278,0.192898244617131,0.138371695134301,0.146417848528032,0.0404507845679663,0.0296043921297678,-0.162943671519111,-0.265080873856664,-0.3111068681447,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"37","UCSB_IZC00042293_L",0.493138373302069,0.29623371342244,0.00811234417089456,-0.162140706619931,-0.359212384505229,-0.44274073229418,-0.0425464441548552,0.0572880091527676,0.151867827526025,0.20212803604415,0.18111218721206,0.136600318679913,0.146482216102595,0.0347065425586166,0.0236648173292432,-0.158749443229906,-0.257177319052473,-0.308767355644199,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"38","UCSB_IZC00036565_R",0.460510275122418,0.310433190930786,0.00732523843890868,-0.140804893489982,-0.349191955397102,-0.447248493347631,-0.0410493854271219,0.042299475072474,0.157726548097248,0.191022850876253,0.211978584343266,0.145701536713372,0.153653756383817,0.0386645872823188,0.0128575437890649,-0.164397746172044,-0.2686562872801,-0.32082482593595,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"39","UCSB_IZC00042463_R",0.476568296332387,0.28874602665009,0.0108790471466172,-0.155510735653493,-0.357464562088842,-0.451143053246515,-0.0420154621011725,0.0657504398210526,0.164190003139877,0.188440465200257,0.18830339266193,0.138366421707331,0.156136435488814,0.0443155831757772,0.0211907385293104,-0.161125880258157,-0.261644242804005,-0.313982913701257,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"40","UCSB_IZC00010536_L",0.483474950394454,0.310312735114373,0.0140591864528918,-0.14888428520962,-0.360097906282608,-0.42234087427509,-0.0572342898551396,0.0409185238720756,0.139791959788663,0.216267845781669,0.208257843937809,0.13698606954511,0.143852797537984,0.0257593181709707,0.0245628983357618,-0.171015680579765,-0.265758801228214,-0.318912291501324,"Apis mellifera","Apis","Apinae","Apidae","Female","UCSB"
"41","UCSB_IZC00028371_R",0.448764166135342,0.378123267130789,-0.113679032846659,-0.203333836286458,-0.360039872852328,-0.423536301335194,0.013266136464291,0.0816105149654845,0.17882495862473,0.124755338125564,0.221718670094088,0.101946710846888,0.137531708156164,0.0389082398230539,0.0578239299929313,-0.12150289476648,-0.253017946732692,-0.308163755539518,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"42","UCSB_IZC00035618_R",0.44881537248923,0.373840422228444,-0.111275818294395,-0.221399136902482,-0.348988212809189,-0.421803976882075,0.0282922441872721,0.078090431359161,0.174428674624033,0.122609468222346,0.23232444716966,0.099267381006907,0.131357546380645,0.0467743995208323,0.0621437985032636,-0.123416392826454,-0.253195796468264,-0.317864851508934,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"43","UCSB_IZC00041667_L",0.452419956032596,0.375827320773409,-0.108513555555169,-0.214388003832963,-0.359714156810612,-0.430421139780701,0.0208847631678932,0.0855769160885869,0.178327899916959,0.125640765057578,0.217638128494305,0.0930105253610911,0.128788185775389,0.0447334341526518,0.0652046502998131,-0.123623466749761,-0.25072812686831,-0.300664095522758,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"44","UCSB_IZC00010546_R",0.447614233784565,0.370437134372863,-0.121897612339622,-0.219008996012043,-0.352859089690426,-0.426255478327217,0.0274670552511794,0.0895940284024259,0.184908724558277,0.12417198366754,0.216833939270603,0.097098430064364,0.128361343187429,0.0563387283498492,0.065893758836845,-0.118023326804439,-0.254654024484829,-0.316020832087363,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"45","UCSB_IZC00042970_L",0.454784560815929,0.381033958081559,-0.100089546308931,-0.208172493966525,-0.365219597120749,-0.424539955516182,0.0164726025503611,0.0791830561299862,0.166547415334553,0.129164166247196,0.226973223708603,0.0928704010011874,0.127350545225176,0.0392614661105047,0.0577692334090687,-0.122167951923022,-0.24659213070645,-0.304628953072263,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"46","UCSB_IZC00042970_R",0.458274154088364,0.377762116830384,-0.0984499829229351,-0.204867077928361,-0.361075960159628,-0.427606751866147,0.0139780839203458,0.0788365416656673,0.163148876372308,0.134572652806301,0.225314195069859,0.0936268610741522,0.125603106241338,0.0369001130246601,0.0590465387507939,-0.121977928758911,-0.247426044763222,-0.305659493444973,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"47","UCSB_IZC00010478_R",0.44762890400781,0.375757862822247,-0.0977895731416105,-0.21653966526599,-0.363598271071392,-0.435043779853373,0.0275060204971178,0.081090412631798,0.18098808937339,0.121111038145684,0.216235069250486,0.0971855676366772,0.127909128153939,0.0405233454219204,0.0619593326026132,-0.109897134943105,-0.24747597540862,-0.307550370859593,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"48","UCSB_IZC00035407_R",0.445078687038161,0.364231395104219,-0.116314036159519,-0.223199029691415,-0.35450050439623,-0.423132514018355,0.0321625504524164,0.0891314327862765,0.186542018884446,0.114321087959637,0.224208156679375,0.101529016439882,0.132200273512381,0.0516710335010143,0.0655763533264277,-0.107140425594449,-0.258486932152551,-0.323878563671719,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"49","UCSB_IZC00035407_L",0.446436138866636,0.363702289147846,-0.117319962621083,-0.226050751939498,-0.354325332354875,-0.424383001560462,0.0314409704080321,0.0902528610281989,0.190246789025204,0.113796499196638,0.221173926867689,0.0999397363294672,0.131723967899834,0.0534870508812435,0.0684182365627373,-0.112756105057105,-0.258301091674324,-0.317482221006179,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"50","UCSB_IZC00010478_L",0.443979392190689,0.382563897393961,-0.105660098522382,-0.216167237961032,-0.364592297233418,-0.420657849688377,0.0207665375688953,0.0870368410806226,0.17273081517104,0.126780465043413,0.22443570550078,0.0953430363416592,0.128396093571527,0.0426913237427754,0.0635138122218537,-0.115813061768561,-0.251578204322856,-0.313769170330593,"Bombus californicus","Bombus","Apinae","Apidae","Female","UCSB"
"51","UCSB_IZC00055354_R",0.410567223688384,0.267309418661153,0.0232284295205601,-0.127191862328479,-0.355944662218452,-0.451630100149087,0.00213888986844785,0.0816069598070666,0.14991570315041,0.151118127747089,0.228082789470691,0.192755957334048,0.205045719739612,0.0208461759685353,0.0176674190456975,-0.152178035178624,-0.312208818266429,-0.351129335860617,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"52","UCSB_IZC00058791_L",0.410025370913261,0.260274232095421,0.0255249993927226,-0.112899665627823,-0.349200735961918,-0.480041578186342,0.000869981679178369,0.0871528839949958,0.158294511700509,0.139351262146097,0.224151768321901,0.189966762641175,0.206154476549033,0.027612875643213,0.00915653571756352,-0.149045935488419,-0.29965121134033,-0.347696534190236,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"53","UCSB_IZC00055354_L",0.408869767633337,0.268572928799968,0.0265885711541314,-0.118227246641322,-0.356646533895193,-0.465391322463684,0.0065172498350219,0.0825911941191856,0.147125391458559,0.15256548718216,0.22486606218714,0.187489167207555,0.203119894524375,0.0265693991688137,0.0128363378694386,-0.155680619987841,-0.304430258977178,-0.34733546917446,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"54","UCSB_IZC00055752_L",0.402600657268289,0.272687673246459,0.0214919426615813,-0.136063933042433,-0.345306011809489,-0.460168581850383,0.00431751905692444,0.0847641462490901,0.155676588219963,0.13965691339433,0.235374120855243,0.192561764209437,0.202446046048028,0.0351752787640229,0.0137379071917795,-0.164050546635518,-0.308713026855766,-0.346188456971553,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"55","UCSB_IZC00062637_L",0.407953142710777,0.272322384532229,0.0140543875691167,-0.121866500445043,-0.357799207883268,-0.459299961276778,0.0031990289652935,0.0871652145486481,0.154271511279028,0.151116781726692,0.227779808227301,0.174384145101809,0.201811201888672,0.0303809130114287,0.0210878928334379,-0.150596844157992,-0.30848710843657,-0.34747679019478,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"56","UCSB_IZC00058743_R",0.407449983037498,0.259397962564586,0.0221515838224212,-0.121015569205915,-0.347853166166133,-0.468919239284726,0.00822236763665476,0.0848748089841322,0.155691268611478,0.139485207660493,0.230075173720277,0.19216225223171,0.209592640805756,0.0279832077952107,0.0121639222148156,-0.151756771598817,-0.306779946153281,-0.352925686676165,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"57","UCSB_IZC00055358_R",0.408492832631335,0.26023788152744,0.0267327816978505,-0.106048485080404,-0.351539346756079,-0.479111668280197,-0.00513806647369554,0.0895533851255854,0.156820685608167,0.143689990424057,0.222625686746792,0.190133616190136,0.210504995763129,0.0281607995926532,0.00787596244696327,-0.158449581730978,-0.300766125728751,-0.343775343704001,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"58","UCSB_IZC00058762_L",0.381570059670575,0.28905879459007,0.0365221362941865,-0.124483018775285,-0.355427004289719,-0.470956313932381,0.00147645070949377,0.0890721532836014,0.153166742449453,0.139554559630614,0.230242594993159,0.195055764328672,0.21162926957595,0.0298077936985629,0.00500285387893392,-0.163268500097014,-0.309947567189328,-0.338076768819554,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"59","UCSB_IZC00055289_L",0.398009261660634,0.27487011227028,0.030564488839073,-0.123460746540186,-0.353711032279277,-0.467663948933601,0.00620153050487154,0.0845884502152502,0.15060188426296,0.135863777253558,0.228636845481599,0.19542246492522,0.221170671262374,0.0257347466775829,-0.00141990831495952,-0.155708450670747,-0.305506534452868,-0.344193612161762,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"60","UCSB_IZC00058762_R",0.375721366642534,0.291634080817611,0.0442022134993725,-0.129746869774196,-0.352402974627073,-0.473333301104735,-0.0062195646977173,0.0911332065421872,0.159011842702018,0.142344010949585,0.22565356108151,0.20137949468567,0.208409262459269,0.0312868254901668,0.00874410687484024,-0.174749280633854,-0.310391210182685,-0.332676770724505,"Calliopsis andreniformis","Calliopsis","Panurginae","Andrenidae","Female","UCSB"
"61","UCSB_IZC00062589_R",0.393044015077639,0.29685288839741,0.0151517983345026,-0.128672753967229,-0.340684163030135,-0.484860967161158,0.0187226464042573,0.0894719134081567,0.140974622536558,0.126784357658662,0.229070130710117,0.199405049346398,0.216236512339568,0.026182110913425,-0.000269256556616897,-0.185152322667724,-0.286980429184193,-0.325276152559638,"Ceratina strenua","Ceratina","Xylocopinae","Apidae","Female","UCSB"
"62","UCSB_IZC00062594_L",0.38102702772705,0.297376987636098,-0.00593709155525042,-0.12098756265748,-0.326043117708917,-0.505641568527333,0.0301705488102406,0.10120898592729,0.1488257903483,0.133558995967854,0.220464072408684,0.186892385020767,0.206735356281887,0.0429278423435276,0.0116819919829103,-0.178101094181464,-0.291884954147925,-0.332274595676241,"Ceratina strenua","Ceratina","Xylocopinae","Apidae","Female","UCSB"
"63","UCSB_IZC00058722_L",0.392492266091304,0.291704448593851,0.00271221818603288,-0.117856147370534,-0.339834854803583,-0.495171529686283,0.0227625998507228,0.0959263449013924,0.147264654237088,0.155589181935453,0.207171099767531,0.176190184858991,0.206968615992833,0.0347563965342312,0.0214748576009967,-0.182568522253322,-0.291298981573952,-0.328282832862765,"Ceratina strenua","Ceratina","Xylocopinae","Apidae","Female","UCSB"
"64","UCSB_IZC00065370_R",0.388862513644513,0.293476023831925,-0.0105091624570865,-0.122536686607277,-0.33732119196691,-0.489690946715052,0.0336668962592813,0.0998981346352037,0.144154419375402,0.135055095854038,0.223354322550481,0.184725553402542,0.209209326863177,0.0364679167742526,0.0180600324441736,-0.182287698012095,-0.294349886814131,-0.330234663062436,"Ceratina strenua","Ceratina","Xylocopinae","Apidae","Female","UCSB"
"65","UCSB_IZC00058691_R",0.390758529701048,0.299532579344,-0.000422177352760018,-0.117123652642387,-0.3389536866822,-0.493509748284058,0.0256924547348557,0.0909763970109937,0.14304930417051,0.145494228792437,0.213998735903982,0.185357874998981,0.212493157604404,0.0316310106663135,0.0108343062062679,-0.186752647383228,-0.289217531782637,-0.323839135006522,"Ceratina strenua","Ceratina","Xylocopinae","Apidae","Female","UCSB"
